Sample in Buffer,Sample in Window,TRIGGER,dbg_pc[14:0],dbg_rstn,dbg_uart_addr,dbg_uart_tx_pre,dbg_uart_tx_valid,trap_trigger,reg_dec_pc[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
3422,3422,0,00a4,1,0,1,0,0,0000009c
3423,3423,0,00a8,1,0,1,0,0,000000a0
3424,3424,0,00ac,1,0,1,0,0,000000a4
3425,3425,0,00ac,1,0,1,0,0,000000a4
3426,3426,0,00ac,1,0,1,0,0,000000a4
3427,3427,0,00b0,1,0,1,0,0,000000a8
3428,3428,0,00b4,1,0,1,0,0,000000ac
3429,3429,0,0054,1,0,1,0,0,000000ac
3430,3430,0,0058,1,0,1,0,0,00000000
3431,3431,0,005c,1,0,1,0,0,00000054
3432,3432,0,0068,1,0,1,0,0,00000054
3433,3433,0,006c,1,0,1,0,0,00000000
3434,3434,0,0070,1,0,1,0,0,00000068
3435,3435,0,0070,1,0,1,0,0,00000068
3436,3436,0,0070,1,0,1,0,0,00000068
3437,3437,0,0074,1,0,1,0,0,0000006c
3438,3438,0,0078,1,0,1,0,0,00000070
3439,3439,0,007c,1,0,1,0,0,00000074
3440,3440,0,0080,1,0,1,0,0,00000078
3441,3441,0,0084,1,0,1,0,0,0000007c
3442,3442,0,0088,1,0,1,0,0,00000080
3443,3443,0,008c,1,0,1,0,0,00000084
3444,3444,0,0090,1,0,1,0,0,00000088
3445,3445,0,0090,1,0,1,0,0,00000088
3446,3446,0,0090,1,0,1,0,0,00000088
3447,3447,0,0094,1,0,1,0,0,0000008c
3448,3448,0,0094,1,0,1,0,0,0000008c
3449,3449,0,0098,1,0,1,0,0,00000090
3450,3450,0,009c,1,0,1,0,0,00000094
3451,3451,0,00a0,1,0,1,0,0,00000098
3452,3452,0,00a4,1,0,1,0,0,0000009c
3453,3453,0,00a8,1,0,1,0,0,000000a0
3454,3454,0,00ac,1,0,1,0,0,000000a4
3455,3455,0,00ac,1,0,1,0,0,000000a4
3456,3456,0,00ac,1,0,1,0,0,000000a4
3457,3457,0,00b0,1,0,1,0,0,000000a8
3458,3458,0,00b4,1,0,1,0,0,000000ac
3459,3459,0,0054,1,0,1,0,0,000000ac
3460,3460,0,0058,1,0,1,0,0,00000000
3461,3461,0,005c,1,0,1,0,0,00000054
3462,3462,0,0068,1,0,1,0,0,00000054
3463,3463,0,006c,1,0,1,0,0,00000000
3464,3464,0,0070,1,0,1,0,0,00000068
3465,3465,0,0070,1,0,1,0,0,00000068
3466,3466,0,0070,1,0,1,0,0,00000068
3467,3467,0,0074,1,0,1,0,0,0000006c
3468,3468,0,0078,1,0,1,0,0,00000070
3469,3469,0,007c,1,0,1,0,0,00000074
3470,3470,0,0080,1,0,1,0,0,00000078
3471,3471,0,0084,1,0,1,0,0,0000007c
3472,3472,0,0088,1,0,1,0,0,00000080
3473,3473,0,008c,1,0,1,0,0,00000084
3474,3474,0,0090,1,0,1,0,0,00000088
3475,3475,0,0090,1,0,1,0,0,00000088
3476,3476,0,0090,1,0,1,0,0,00000088
3477,3477,0,0094,1,0,1,0,0,0000008c
3478,3478,0,0094,1,0,1,0,0,0000008c
3479,3479,0,0098,1,0,1,0,0,00000090
3480,3480,0,009c,1,0,1,0,0,00000094
3481,3481,0,00a0,1,0,1,0,0,00000098
3482,3482,0,00a4,1,0,1,0,0,0000009c
3483,3483,0,00a8,1,0,1,0,0,000000a0
3484,3484,0,00ac,1,0,1,0,0,000000a4
3485,3485,0,00ac,1,0,1,0,0,000000a4
3486,3486,0,00ac,1,0,1,0,0,000000a4
3487,3487,0,00b0,1,0,1,0,0,000000a8
3488,3488,0,00b4,1,0,1,0,0,000000ac
3489,3489,0,0054,1,0,1,0,0,000000ac
3490,3490,0,0058,1,0,1,0,0,00000000
3491,3491,0,005c,1,0,1,0,0,00000054
3492,3492,0,0068,1,0,1,0,0,00000054
3493,3493,0,006c,1,0,1,0,0,00000000
3494,3494,0,0070,1,0,1,0,0,00000068
3495,3495,0,0070,1,0,1,0,0,00000068
3496,3496,0,0070,1,0,1,0,0,00000068
3497,3497,0,0074,1,0,1,0,0,0000006c
3498,3498,0,0078,1,0,1,0,0,00000070
3499,3499,0,007c,1,0,1,0,0,00000074
3500,3500,0,0080,1,0,1,0,0,00000078
3501,3501,0,0084,1,0,1,0,0,0000007c
3502,3502,0,0088,1,0,1,0,0,00000080
3503,3503,0,008c,1,0,1,0,0,00000084
3504,3504,0,0090,1,0,1,0,0,00000088
3505,3505,0,0090,1,0,1,0,0,00000088
3506,3506,0,0090,1,0,1,0,0,00000088
3507,3507,0,0094,1,0,1,0,0,0000008c
3508,3508,0,0094,1,0,1,0,0,0000008c
3509,3509,0,0098,1,0,1,0,0,00000090
3510,3510,0,009c,1,0,1,0,0,00000094
3511,3511,0,00a0,1,0,1,0,0,00000098
3512,3512,0,00a4,1,0,1,0,0,0000009c
3513,3513,0,00a8,1,0,1,0,0,000000a0
3514,3514,0,00ac,1,0,1,0,0,000000a4
3515,3515,0,00ac,1,0,1,0,0,000000a4
3516,3516,0,00ac,1,0,1,0,0,000000a4
3517,3517,0,00b0,1,0,1,0,0,000000a8
3518,3518,0,00b4,1,0,1,0,0,000000ac
3519,3519,0,0054,1,0,1,0,0,000000ac
3520,3520,0,0058,1,0,1,0,0,00000000
3521,3521,0,005c,1,0,1,0,0,00000054
3522,3522,0,0068,1,0,1,0,0,00000054
3523,3523,0,006c,1,0,1,0,0,00000000
3524,3524,0,0070,1,0,1,0,0,00000068
3525,3525,0,0070,1,0,1,0,0,00000068
3526,3526,0,0070,1,0,1,0,0,00000068
3527,3527,0,0074,1,0,1,0,0,0000006c
3528,3528,0,0078,1,0,1,0,0,00000070
3529,3529,0,007c,1,0,1,0,0,00000074
3530,3530,0,0080,1,0,1,0,0,00000078
3531,3531,0,0084,1,0,1,0,0,0000007c
3532,3532,0,0088,1,0,1,0,0,00000080
3533,3533,0,008c,1,0,1,0,0,00000084
3534,3534,0,0090,1,0,1,0,0,00000088
3535,3535,0,0090,1,0,1,0,0,00000088
3536,3536,0,0090,1,0,1,0,0,00000088
3537,3537,0,0094,1,0,1,0,0,0000008c
3538,3538,0,0094,1,0,1,0,0,0000008c
3539,3539,0,0098,1,0,1,0,0,00000090
3540,3540,0,009c,1,0,1,0,0,00000094
3541,3541,0,00a0,1,0,1,0,0,00000098
3542,3542,0,00a4,1,0,1,0,0,0000009c
3543,3543,0,00a8,1,0,1,0,0,000000a0
3544,3544,0,00ac,1,0,1,0,0,000000a4
3545,3545,0,00ac,1,0,1,0,0,000000a4
3546,3546,0,00ac,1,0,1,0,0,000000a4
3547,3547,0,00b0,1,0,1,0,0,000000a8
3548,3548,0,00b4,1,0,1,0,0,000000ac
3549,3549,0,0054,1,0,1,0,0,000000ac
3550,3550,0,0058,1,0,1,0,0,00000000
3551,3551,0,005c,1,0,1,0,0,00000054
3552,3552,0,0068,1,0,1,0,0,00000054
3553,3553,0,006c,1,0,1,0,0,00000000
3554,3554,0,0070,1,0,1,0,0,00000068
3555,3555,0,0070,1,0,1,0,0,00000068
3556,3556,0,0070,1,0,1,0,0,00000068
3557,3557,0,0074,1,0,1,0,0,0000006c
3558,3558,0,0078,1,0,1,0,0,00000070
3559,3559,0,007c,1,0,1,0,0,00000074
3560,3560,0,0080,1,0,1,0,0,00000078
3561,3561,0,0084,1,0,1,0,0,0000007c
3562,3562,0,0088,1,0,1,0,0,00000080
3563,3563,0,008c,1,0,1,0,0,00000084
3564,3564,0,0090,1,0,1,0,0,00000088
3565,3565,0,0090,1,0,1,0,0,00000088
3566,3566,0,0090,1,0,1,0,0,00000088
3567,3567,0,0094,1,0,1,0,0,0000008c
3568,3568,0,0094,1,0,1,0,0,0000008c
3569,3569,0,0098,1,0,1,0,0,00000090
3570,3570,0,009c,1,0,1,0,0,00000094
3571,3571,0,00a0,1,0,1,0,0,00000098
3572,3572,0,00a4,1,0,1,0,0,0000009c
3573,3573,0,00a8,1,0,1,0,0,000000a0
3574,3574,0,00ac,1,0,1,0,0,000000a4
3575,3575,0,00ac,1,0,1,0,0,000000a4
3576,3576,0,00ac,1,0,1,0,0,000000a4
3577,3577,0,00b0,1,0,1,0,0,000000a8
3578,3578,0,00b4,1,0,1,0,0,000000ac
3579,3579,0,0054,1,0,1,0,0,000000ac
3580,3580,0,0058,1,0,1,0,0,00000000
3581,3581,0,005c,1,0,1,0,0,00000054
3582,3582,0,0068,1,0,1,0,0,00000054
3583,3583,0,006c,1,0,1,0,0,00000000
3584,3584,0,0070,1,0,1,0,0,00000068
3585,3585,0,0070,1,0,1,0,0,00000068
3586,3586,0,0070,1,0,1,0,0,00000068
3587,3587,0,0074,1,0,1,0,0,0000006c
3588,3588,0,0078,1,0,1,0,0,00000070
3589,3589,0,007c,1,0,1,0,0,00000074
3590,3590,0,0080,1,0,1,0,0,00000078
3591,3591,0,0084,1,0,1,0,0,0000007c
3592,3592,0,0088,1,0,1,0,0,00000080
3593,3593,0,008c,1,0,1,0,0,00000084
3594,3594,0,0090,1,0,1,0,0,00000088
3595,3595,0,0090,1,0,1,0,0,00000088
3596,3596,0,0090,1,0,1,0,0,00000088
3597,3597,0,0094,1,0,1,0,0,0000008c
3598,3598,0,0094,1,0,1,0,0,0000008c
3599,3599,0,0098,1,0,1,0,0,00000090
3600,3600,0,009c,1,0,1,0,0,00000094
3601,3601,0,00a0,1,0,1,0,0,00000098
3602,3602,0,00a4,1,0,1,0,0,0000009c
3603,3603,0,00a8,1,0,1,0,0,000000a0
3604,3604,0,00ac,1,0,1,0,0,000000a4
3605,3605,0,00ac,1,0,1,0,0,000000a4
3606,3606,0,00ac,1,0,1,0,0,000000a4
3607,3607,0,00b0,1,0,1,0,0,000000a8
3608,3608,0,00b4,1,0,1,0,0,000000ac
3609,3609,0,0054,1,0,1,0,0,000000ac
3610,3610,0,0058,1,0,1,0,0,00000000
3611,3611,0,005c,1,0,1,0,0,00000054
3612,3612,0,0068,1,0,1,0,0,00000054
3613,3613,0,006c,1,0,1,0,0,00000000
3614,3614,0,0070,1,0,1,0,0,00000068
3615,3615,0,0070,1,0,1,0,0,00000068
3616,3616,0,0070,1,0,1,0,0,00000068
3617,3617,0,0074,1,0,1,0,0,0000006c
3618,3618,0,0078,1,0,1,0,0,00000070
3619,3619,0,007c,1,0,1,0,0,00000074
3620,3620,0,0080,1,0,1,0,0,00000078
3621,3621,0,0084,1,0,1,0,0,0000007c
3622,3622,0,0088,1,0,1,0,0,00000080
3623,3623,0,008c,1,0,1,0,0,00000084
3624,3624,0,0090,1,0,1,0,0,00000088
3625,3625,0,0090,1,0,1,0,0,00000088
3626,3626,0,0090,1,0,1,0,0,00000088
3627,3627,0,0094,1,0,1,0,0,0000008c
3628,3628,0,0094,1,0,1,0,0,0000008c
3629,3629,0,0098,1,0,1,0,0,00000090
3630,3630,0,009c,1,0,1,0,0,00000094
3631,3631,0,00a0,1,0,1,0,0,00000098
3632,3632,0,00a4,1,0,1,0,0,0000009c
3633,3633,0,00a8,1,0,1,0,0,000000a0
3634,3634,0,00ac,1,0,1,0,0,000000a4
3635,3635,0,00ac,1,0,1,0,0,000000a4
3636,3636,0,00ac,1,0,1,0,0,000000a4
3637,3637,0,00b0,1,0,1,0,0,000000a8
3638,3638,0,00b4,1,0,1,0,0,000000ac
3639,3639,0,0054,1,0,1,0,0,000000ac
3640,3640,0,0058,1,0,1,0,0,00000000
3641,3641,0,005c,1,0,1,0,0,00000054
3642,3642,0,0068,1,0,1,0,0,00000054
3643,3643,0,006c,1,0,1,0,0,00000000
3644,3644,0,0070,1,0,1,0,0,00000068
3645,3645,0,0070,1,0,1,0,0,00000068
3646,3646,0,0070,1,0,1,0,0,00000068
3647,3647,0,0074,1,0,1,0,0,0000006c
3648,3648,0,0078,1,0,1,0,0,00000070
3649,3649,0,007c,1,0,1,0,0,00000074
3650,3650,0,0080,1,0,1,0,0,00000078
3651,3651,0,0084,1,0,1,0,0,0000007c
3652,3652,0,0088,1,0,1,0,0,00000080
3653,3653,0,008c,1,0,1,0,0,00000084
3654,3654,0,0090,1,0,1,0,0,00000088
3655,3655,0,0090,1,0,1,0,0,00000088
3656,3656,0,0090,1,0,1,0,0,00000088
3657,3657,0,0094,1,0,1,0,0,0000008c
3658,3658,0,0094,1,0,1,0,0,0000008c
3659,3659,0,0098,1,0,1,0,0,00000090
3660,3660,0,009c,1,0,1,0,0,00000094
3661,3661,0,00a0,1,0,1,0,0,00000098
3662,3662,0,00a4,1,0,1,0,0,0000009c
3663,3663,0,00a8,1,0,1,0,0,000000a0
3664,3664,0,00ac,1,0,1,0,0,000000a4
3665,3665,0,00ac,1,0,1,0,0,000000a4
3666,3666,0,00ac,1,0,1,0,0,000000a4
3667,3667,0,00b0,1,0,1,0,0,000000a8
3668,3668,0,00b4,1,0,1,0,0,000000ac
3669,3669,0,0054,1,0,1,0,0,000000ac
3670,3670,0,0058,1,0,1,0,0,00000000
3671,3671,0,005c,1,0,1,0,0,00000054
3672,3672,0,0068,1,0,1,0,0,00000054
3673,3673,0,006c,1,0,1,0,0,00000000
3674,3674,0,0070,1,0,1,0,0,00000068
3675,3675,0,0070,1,0,1,0,0,00000068
3676,3676,0,0070,1,0,1,0,0,00000068
3677,3677,0,0074,1,0,1,0,0,0000006c
3678,3678,0,0078,1,0,1,0,0,00000070
3679,3679,0,007c,1,0,1,0,0,00000074
3680,3680,0,0080,1,0,1,0,0,00000078
3681,3681,0,0084,1,0,1,0,0,0000007c
3682,3682,0,0088,1,0,1,0,0,00000080
3683,3683,0,008c,1,0,1,0,0,00000084
3684,3684,0,0090,1,0,1,0,0,00000088
3685,3685,0,0090,1,0,1,0,0,00000088
3686,3686,0,0090,1,0,1,0,0,00000088
3687,3687,0,0094,1,0,1,0,0,0000008c
3688,3688,0,0094,1,0,1,0,0,0000008c
3689,3689,0,0098,1,0,1,0,0,00000090
3690,3690,0,009c,1,0,1,0,0,00000094
3691,3691,0,00a0,1,0,1,0,0,00000098
3692,3692,0,00a4,1,0,1,0,0,0000009c
3693,3693,0,00a8,1,0,1,0,0,000000a0
3694,3694,0,00ac,1,0,1,0,0,000000a4
3695,3695,0,00ac,1,0,1,0,0,000000a4
3696,3696,0,00ac,1,0,1,0,0,000000a4
3697,3697,0,00b0,1,0,1,0,0,000000a8
3698,3698,0,00b4,1,0,1,0,0,000000ac
3699,3699,0,0054,1,0,1,0,0,000000ac
3700,3700,0,0058,1,0,1,0,0,00000000
3701,3701,0,005c,1,0,1,0,0,00000054
3702,3702,0,0068,1,0,1,0,0,00000054
3703,3703,0,006c,1,0,1,0,0,00000000
3704,3704,0,0070,1,0,1,0,0,00000068
3705,3705,0,0070,1,0,1,0,0,00000068
3706,3706,0,0070,1,0,1,0,0,00000068
3707,3707,0,0074,1,0,1,0,0,0000006c
3708,3708,0,0078,1,0,1,0,0,00000070
3709,3709,0,007c,1,0,1,0,0,00000074
3710,3710,0,0080,1,0,1,0,0,00000078
3711,3711,0,0084,1,0,1,0,0,0000007c
3712,3712,0,0088,1,0,1,0,0,00000080
3713,3713,0,008c,1,0,1,0,0,00000084
3714,3714,0,0090,1,0,1,0,0,00000088
3715,3715,0,0090,1,0,1,0,0,00000088
3716,3716,0,0090,1,0,1,0,0,00000088
3717,3717,0,0094,1,0,1,0,0,0000008c
3718,3718,0,0094,1,0,1,0,0,0000008c
3719,3719,0,0098,1,0,1,0,0,00000090
3720,3720,0,009c,1,0,1,0,0,00000094
3721,3721,0,00a0,1,0,1,0,0,00000098
3722,3722,0,00a4,1,0,1,0,0,0000009c
3723,3723,0,00a8,1,0,1,0,0,000000a0
3724,3724,0,00ac,1,0,1,0,0,000000a4
3725,3725,0,00ac,1,0,1,0,0,000000a4
3726,3726,0,00ac,1,0,1,0,0,000000a4
3727,3727,0,00b0,1,0,1,0,0,000000a8
3728,3728,0,00b4,1,0,1,0,0,000000ac
3729,3729,0,0054,1,0,1,0,0,000000ac
3730,3730,0,0058,1,0,1,0,0,00000000
3731,3731,0,005c,1,0,1,0,0,00000054
3732,3732,0,0068,1,0,1,0,0,00000054
3733,3733,0,006c,1,0,1,0,0,00000000
3734,3734,0,0070,1,0,1,0,0,00000068
3735,3735,0,0070,1,0,1,0,0,00000068
3736,3736,0,0070,1,0,1,0,0,00000068
3737,3737,0,0074,1,0,1,0,0,0000006c
3738,3738,0,0078,1,0,1,0,0,00000070
3739,3739,0,007c,1,0,1,0,0,00000074
3740,3740,0,0080,1,0,1,0,0,00000078
3741,3741,0,0084,1,0,1,0,0,0000007c
3742,3742,0,0088,1,0,1,0,0,00000080
3743,3743,0,008c,1,0,1,0,0,00000084
3744,3744,0,0090,1,0,1,0,0,00000088
3745,3745,0,0090,1,0,1,0,0,00000088
3746,3746,0,0090,1,0,1,0,0,00000088
3747,3747,0,0094,1,0,1,0,0,0000008c
3748,3748,0,0094,1,0,1,0,0,0000008c
3749,3749,0,0098,1,0,1,0,0,00000090
3750,3750,0,009c,1,0,1,0,0,00000094
3751,3751,0,00a0,1,0,1,0,0,00000098
3752,3752,0,00a4,1,0,1,0,0,0000009c
3753,3753,0,00a8,1,0,1,0,0,000000a0
3754,3754,0,00ac,1,0,1,0,0,000000a4
3755,3755,0,00ac,1,0,1,0,0,000000a4
3756,3756,0,00ac,1,0,1,0,0,000000a4
3757,3757,0,00b0,1,0,1,0,0,000000a8
3758,3758,0,00b4,1,0,1,0,0,000000ac
3759,3759,0,0054,1,0,1,0,0,000000ac
3760,3760,0,0058,1,0,1,0,0,00000000
3761,3761,0,005c,1,0,1,0,0,00000054
3762,3762,0,0068,1,0,1,0,0,00000054
3763,3763,0,006c,1,0,1,0,0,00000000
3764,3764,0,0070,1,0,1,0,0,00000068
3765,3765,0,0070,1,0,1,0,0,00000068
3766,3766,0,0070,1,0,1,0,0,00000068
3767,3767,0,0074,1,0,1,0,0,0000006c
3768,3768,0,0078,1,0,1,0,0,00000070
3769,3769,0,007c,1,0,1,0,0,00000074
3770,3770,0,0080,1,0,1,0,0,00000078
3771,3771,0,0084,1,0,1,0,0,0000007c
3772,3772,0,0088,1,0,1,0,0,00000080
3773,3773,0,008c,1,0,1,0,0,00000084
3774,3774,0,0090,1,0,1,0,0,00000088
3775,3775,0,0090,1,0,1,0,0,00000088
3776,3776,0,0090,1,0,1,0,0,00000088
3777,3777,0,0094,1,0,1,0,0,0000008c
3778,3778,0,0094,1,0,1,0,0,0000008c
3779,3779,0,0098,1,0,1,0,0,00000090
3780,3780,0,009c,1,0,1,0,0,00000094
3781,3781,0,00a0,1,0,1,0,0,00000098
3782,3782,0,00a4,1,0,1,0,0,0000009c
3783,3783,0,00a8,1,0,1,0,0,000000a0
3784,3784,0,00ac,1,0,1,0,0,000000a4
3785,3785,0,00ac,1,0,1,0,0,000000a4
3786,3786,0,00ac,1,0,1,0,0,000000a4
3787,3787,0,00b0,1,0,1,0,0,000000a8
3788,3788,0,00b4,1,0,1,0,0,000000ac
3789,3789,0,0054,1,0,1,0,0,000000ac
3790,3790,0,0058,1,0,1,0,0,00000000
3791,3791,0,005c,1,0,1,0,0,00000054
3792,3792,0,0068,1,0,1,0,0,00000054
3793,3793,0,006c,1,0,1,0,0,00000000
3794,3794,0,0070,1,0,1,0,0,00000068
3795,3795,0,0070,1,0,1,0,0,00000068
3796,3796,0,0070,1,0,1,0,0,00000068
3797,3797,0,0074,1,0,1,0,0,0000006c
3798,3798,0,0078,1,0,1,0,0,00000070
3799,3799,0,007c,1,0,1,0,0,00000074
3800,3800,0,0080,1,0,1,0,0,00000078
3801,3801,0,0084,1,0,1,0,0,0000007c
3802,3802,0,0088,1,0,1,0,0,00000080
3803,3803,0,008c,1,0,1,0,0,00000084
3804,3804,0,0090,1,0,1,0,0,00000088
3805,3805,0,0090,1,0,1,0,0,00000088
3806,3806,0,0090,1,0,1,0,0,00000088
3807,3807,0,0094,1,0,1,0,0,0000008c
3808,3808,0,0094,1,0,1,0,0,0000008c
3809,3809,0,0098,1,0,1,0,0,00000090
3810,3810,0,009c,1,0,1,0,0,00000094
3811,3811,0,00a0,1,0,1,0,0,00000098
3812,3812,0,00a4,1,0,1,0,0,0000009c
3813,3813,0,00a8,1,0,1,0,0,000000a0
3814,3814,0,00ac,1,0,1,0,0,000000a4
3815,3815,0,00ac,1,0,1,0,0,000000a4
3816,3816,0,00ac,1,0,1,0,0,000000a4
3817,3817,0,00b0,1,0,1,0,0,000000a8
3818,3818,0,00b4,1,0,1,0,0,000000ac
3819,3819,0,0054,1,0,1,0,0,000000ac
3820,3820,0,0058,1,0,1,0,0,00000000
3821,3821,0,005c,1,0,1,0,0,00000054
3822,3822,0,0068,1,0,1,0,0,00000054
3823,3823,0,006c,1,0,1,0,0,00000000
3824,3824,0,0070,1,0,1,0,0,00000068
3825,3825,0,0070,1,0,1,0,0,00000068
3826,3826,0,0070,1,0,1,0,0,00000068
3827,3827,0,0074,1,0,1,0,0,0000006c
3828,3828,0,0078,1,0,1,0,0,00000070
3829,3829,0,007c,1,0,1,0,0,00000074
3830,3830,0,0080,1,0,1,0,0,00000078
3831,3831,0,0084,1,0,1,0,0,0000007c
3832,3832,0,0088,1,0,1,0,0,00000080
3833,3833,0,008c,1,0,1,0,0,00000084
3834,3834,0,0090,1,0,1,0,0,00000088
3835,3835,0,0090,1,0,1,0,0,00000088
3836,3836,0,0090,1,0,1,0,0,00000088
3837,3837,0,0094,1,0,1,0,0,0000008c
3838,3838,0,0094,1,0,1,0,0,0000008c
3839,3839,0,0098,1,0,1,0,0,00000090
3840,3840,0,009c,1,0,1,0,0,00000094
3841,3841,0,00a0,1,0,1,0,0,00000098
3842,3842,0,00a4,1,0,1,0,0,0000009c
3843,3843,0,00a8,1,0,1,0,0,000000a0
3844,3844,0,00ac,1,0,1,0,0,000000a4
3845,3845,0,00ac,1,0,1,0,0,000000a4
3846,3846,0,00ac,1,0,1,0,0,000000a4
3847,3847,0,00b0,1,0,1,0,0,000000a8
3848,3848,0,00b4,1,0,1,0,0,000000ac
3849,3849,0,0054,1,0,1,0,0,000000ac
3850,3850,0,0058,1,0,1,0,0,00000000
3851,3851,0,005c,1,0,1,0,0,00000054
3852,3852,0,0068,1,0,1,0,0,00000054
3853,3853,0,006c,1,0,1,0,0,00000000
3854,3854,0,0070,1,0,1,0,0,00000068
3855,3855,0,0070,1,0,1,0,0,00000068
3856,3856,0,0070,1,0,1,0,0,00000068
3857,3857,0,0074,1,0,1,0,0,0000006c
3858,3858,0,0078,1,0,1,0,0,00000070
3859,3859,0,007c,1,0,1,0,0,00000074
3860,3860,0,0080,1,0,1,0,0,00000078
3861,3861,0,0084,1,0,1,0,0,0000007c
3862,3862,0,0088,1,0,1,0,0,00000080
3863,3863,0,008c,1,0,1,0,0,00000084
3864,3864,0,0090,1,0,1,0,0,00000088
3865,3865,0,0090,1,0,1,0,0,00000088
3866,3866,0,0090,1,0,1,0,0,00000088
3867,3867,0,0094,1,0,1,0,0,0000008c
3868,3868,0,0094,1,0,1,0,0,0000008c
3869,3869,0,0098,1,0,1,0,0,00000090
3870,3870,0,009c,1,0,1,0,0,00000094
3871,3871,0,00a0,1,0,1,0,0,00000098
3872,3872,0,00a4,1,0,1,0,0,0000009c
3873,3873,0,00a8,1,0,1,0,0,000000a0
3874,3874,0,00ac,1,0,1,0,0,000000a4
3875,3875,0,00ac,1,0,1,0,0,000000a4
3876,3876,0,00ac,1,0,1,0,0,000000a4
3877,3877,0,00b0,1,0,1,0,0,000000a8
3878,3878,0,00b4,1,0,1,0,0,000000ac
3879,3879,0,0054,1,0,1,0,0,000000ac
3880,3880,0,0058,1,0,1,0,0,00000000
3881,3881,0,005c,1,0,1,0,0,00000054
3882,3882,0,0068,1,0,1,0,0,00000054
3883,3883,0,006c,1,0,1,0,0,00000000
3884,3884,0,0070,1,0,1,0,0,00000068
3885,3885,0,0070,1,0,1,0,0,00000068
3886,3886,0,0070,1,0,1,0,0,00000068
3887,3887,0,0074,1,0,1,0,0,0000006c
3888,3888,0,0078,1,0,1,0,0,00000070
3889,3889,0,007c,1,0,1,0,0,00000074
3890,3890,0,0080,1,0,1,0,0,00000078
3891,3891,0,0084,1,0,1,0,0,0000007c
3892,3892,0,0088,1,0,1,0,0,00000080
3893,3893,0,008c,1,0,1,0,0,00000084
3894,3894,0,0090,1,0,1,0,0,00000088
3895,3895,0,0090,1,0,1,0,0,00000088
3896,3896,0,0090,1,0,1,0,0,00000088
3897,3897,0,0094,1,0,1,0,0,0000008c
3898,3898,0,0094,1,0,1,0,0,0000008c
3899,3899,0,0098,1,0,1,0,0,00000090
3900,3900,0,009c,1,0,1,0,0,00000094
3901,3901,0,00a0,1,0,1,0,0,00000098
3902,3902,0,00a4,1,0,1,0,0,0000009c
3903,3903,0,00a8,1,0,1,0,0,000000a0
3904,3904,0,00ac,1,0,1,0,0,000000a4
3905,3905,0,00ac,1,0,1,0,0,000000a4
3906,3906,0,00ac,1,0,1,0,0,000000a4
3907,3907,0,00b0,1,0,1,0,0,000000a8
3908,3908,0,00b4,1,0,1,0,0,000000ac
3909,3909,0,0054,1,0,1,0,0,000000ac
3910,3910,0,0058,1,0,1,0,0,00000000
3911,3911,0,005c,1,0,1,0,0,00000054
3912,3912,0,0068,1,0,1,0,0,00000054
3913,3913,0,006c,1,0,1,0,0,00000000
3914,3914,0,0070,1,0,1,0,0,00000068
3915,3915,0,0070,1,0,1,0,0,00000068
3916,3916,0,0070,1,0,1,0,0,00000068
3917,3917,0,0074,1,0,1,0,0,0000006c
3918,3918,0,0078,1,0,1,0,0,00000070
3919,3919,0,007c,1,0,1,0,0,00000074
3920,3920,0,0080,1,0,1,0,0,00000078
3921,3921,0,0084,1,0,1,0,0,0000007c
3922,3922,0,0088,1,0,1,0,0,00000080
3923,3923,0,008c,1,0,1,0,0,00000084
3924,3924,0,0090,1,0,1,0,0,00000088
3925,3925,0,0090,1,0,1,0,0,00000088
3926,3926,0,0090,1,0,1,0,0,00000088
3927,3927,0,0094,1,0,1,0,0,0000008c
3928,3928,0,0094,1,0,1,0,0,0000008c
3929,3929,0,0098,1,0,1,0,0,00000090
3930,3930,0,009c,1,0,1,0,0,00000094
3931,3931,0,00a0,1,0,1,0,0,00000098
3932,3932,0,00a4,1,0,1,0,0,0000009c
3933,3933,0,00a8,1,0,1,0,0,000000a0
3934,3934,0,00ac,1,0,1,0,0,000000a4
3935,3935,0,00ac,1,0,1,0,0,000000a4
3936,3936,0,00ac,1,0,1,0,0,000000a4
3937,3937,0,00b0,1,0,1,0,0,000000a8
3938,3938,0,00b4,1,0,1,0,0,000000ac
3939,3939,0,0054,1,0,1,0,0,000000ac
3940,3940,0,0058,1,0,1,0,0,00000000
3941,3941,0,005c,1,0,1,0,0,00000054
3942,3942,0,0068,1,0,1,0,0,00000054
3943,3943,0,006c,1,0,1,0,0,00000000
3944,3944,0,0070,1,0,1,0,0,00000068
3945,3945,0,0070,1,0,1,0,0,00000068
3946,3946,0,0070,1,0,1,0,0,00000068
3947,3947,0,0074,1,0,1,0,0,0000006c
3948,3948,0,0078,1,0,1,0,0,00000070
3949,3949,0,007c,1,0,1,0,0,00000074
3950,3950,0,0080,1,0,1,0,0,00000078
3951,3951,0,0084,1,0,1,0,0,0000007c
3952,3952,0,0088,1,0,1,0,0,00000080
3953,3953,0,008c,1,0,1,0,0,00000084
3954,3954,0,0090,1,0,1,0,0,00000088
3955,3955,0,0090,1,0,1,0,0,00000088
3956,3956,0,0090,1,0,1,0,0,00000088
3957,3957,0,0094,1,0,1,0,0,0000008c
3958,3958,0,0094,1,0,1,0,0,0000008c
3959,3959,0,0098,1,0,1,0,0,00000090
3960,3960,0,009c,1,0,1,0,0,00000094
